R,39 ,G,103 ,B,119 
R,40 ,G,107 ,B,122 
R,42 ,G,107 ,B,121 
R,41 ,G,107 ,B,121 
R,41 ,G,108 ,B,124 
R,43 ,G,111 ,B,122 
R,44 ,G,114 ,B,129 
R,45 ,G,116 ,B,128 
R,46 ,G,114 ,B,125 
R,43 ,G,111 ,B,115 
R,43 ,G,113 ,B,129 
R,47 ,G,118 ,B,131 
R,50 ,G,122 ,B,134 
R,50 ,G,122 ,B,134 
R,48 ,G,118 ,B,131 
R,47 ,G,114 ,B,130 
R,47 ,G,110 ,B,125 
R,46 ,G,109 ,B,121 
R,46 ,G,106 ,B,125 
R,47 ,G,106 ,B,124 
R,48 ,G,110 ,B,131 
R,51 ,G,110 ,B,136 
R,51 ,G,114 ,B,134 
R,50 ,G,105 ,B,129 
R,51 ,G,106 ,B,128 
R,52 ,G,116 ,B,131 
R,55 ,G,120 ,B,137 
R,55 ,G,107 ,B,129 
R,55 ,G,111 ,B,127 
R,56 ,G,111 ,B,121 
R,55 ,G,114 ,B,125 
R,55 ,G,112 ,B,127 
R,53 ,G,108 ,B,121 
R,52 ,G,111 ,B,127 
R,53 ,G,118 ,B,138 
R,55 ,G,122 ,B,134 
R,52 ,G,115 ,B,133 
R,49 ,G,102 ,B,128 
R,46 ,G,106 ,B,123 
R,43 ,G,105 ,B,122 
R,44 ,G,104 ,B,125 
R,44 ,G,104 ,B,124 
R,44 ,G,106 ,B,127 
R,45 ,G,109 ,B,127 
R,43 ,G,101 ,B,121 
R,41 ,G,100 ,B,121 
R,41 ,G,100 ,B,123 
R,42 ,G,105 ,B,116 
R,42 ,G,103 ,B,120 
R,41 ,G,103 ,B,114 
R,40 ,G,104 ,B,114 
R,40 ,G,105 ,B,118 
R,41 ,G,107 ,B,124 
R,42 ,G,101 ,B,122 
R,40 ,G,109 ,B,122 
R,41 ,G,108 ,B,123 
R,37 ,G,111 ,B,123 
R,43 ,G,113 ,B,126 
R,44 ,G,117 ,B,129 
R,46 ,G,116 ,B,126 
R,44 ,G,113 ,B,124 
R,43 ,G,111 ,B,127 
R,46 ,G,116 ,B,130 
R,49 ,G,121 ,B,134 
R,50 ,G,124 ,B,136 
R,50 ,G,120 ,B,132 
R,48 ,G,114 ,B,124 
R,47 ,G,110 ,B,125 
R,46 ,G,111 ,B,125 
R,46 ,G,108 ,B,126 
R,47 ,G,100 ,B,127 
R,48 ,G,101 ,B,131 
R,50 ,G,115 ,B,136 
R,52 ,G,109 ,B,135 
R,51 ,G,106 ,B,131 
R,51 ,G,109 ,B,131 
R,51 ,G,114 ,B,128 
R,54 ,G,120 ,B,139 
R,56 ,G,115 ,B,131 
R,56 ,G,111 ,B,129 
R,56 ,G,110 ,B,128 
R,54 ,G,113 ,B,125 
R,56 ,G,114 ,B,129 
R,53 ,G,109 ,B,123 
R,53 ,G,111 ,B,124 
R,53 ,G,116 ,B,134 
R,55 ,G,123 ,B,140 
R,54 ,G,118 ,B,129 
R,50 ,G,111 ,B,124 
R,47 ,G,109 ,B,126 
R,45 ,G,106 ,B,125 
R,44 ,G,104 ,B,125 
R,44 ,G,104 ,B,125 
R,45 ,G,100 ,B,129 
R,46 ,G,103 ,B,130 
R,45 ,G,103 ,B,121 
R,41 ,G,100 ,B,120 
R,40 ,G,98 ,B,118 
