R,49 ,G,71 ,B,99 
R,49 ,G,71 ,B,100 
R,48 ,G,70 ,B,98 
R,47 ,G,63 ,B,99 
R,47 ,G,68 ,B,97 
R,46 ,G,67 ,B,96 
R,45 ,G,65 ,B,92 
R,44 ,G,63 ,B,92 
R,44 ,G,63 ,B,87 
R,45 ,G,65 ,B,96 
R,46 ,G,66 ,B,96 
R,40 ,G,66 ,B,96 
R,45 ,G,65 ,B,95 
R,45 ,G,60 ,B,96 
R,45 ,G,66 ,B,97 
R,46 ,G,67 ,B,93 
R,46 ,G,67 ,B,97 
R,45 ,G,65 ,B,98 
R,47 ,G,66 ,B,93 
R,46 ,G,66 ,B,97 
R,46 ,G,66 ,B,96 
R,46 ,G,66 ,B,95 
R,47 ,G,66 ,B,96 
R,47 ,G,67 ,B,98 
R,47 ,G,70 ,B,98 
R,47 ,G,67 ,B,99 
R,48 ,G,69 ,B,101 
R,49 ,G,72 ,B,102 
R,50 ,G,72 ,B,99 
R,51 ,G,75 ,B,107 
R,54 ,G,73 ,B,111 
R,56 ,G,80 ,B,113 
R,57 ,G,82 ,B,114 
R,58 ,G,83 ,B,116 
R,52 ,G,82 ,B,115 
R,59 ,G,82 ,B,115 
R,59 ,G,84 ,B,108 
R,60 ,G,83 ,B,114 
R,60 ,G,83 ,B,114 
R,61 ,G,86 ,B,117 
R,65 ,G,90 ,B,127 
R,71 ,G,93 ,B,127 
R,71 ,G,92 ,B,127 
R,70 ,G,90 ,B,123 
R,67 ,G,85 ,B,118 
R,64 ,G,88 ,B,117 
R,62 ,G,88 ,B,115 
R,53 ,G,83 ,B,111 
R,56 ,G,78 ,B,103 
R,52 ,G,72 ,B,100 
R,50 ,G,72 ,B,100 
R,50 ,G,71 ,B,100 
R,43 ,G,70 ,B,100 
R,48 ,G,69 ,B,98 
R,47 ,G,62 ,B,98 
R,46 ,G,68 ,B,97 
R,46 ,G,67 ,B,96 
R,45 ,G,65 ,B,94 
R,44 ,G,63 ,B,91 
R,43 ,G,63 ,B,91 
R,44 ,G,64 ,B,94 
R,45 ,G,67 ,B,96 
R,45 ,G,66 ,B,96 
R,45 ,G,66 ,B,95 
R,44 ,G,65 ,B,95 
R,44 ,G,65 ,B,96 
R,45 ,G,66 ,B,97 
R,46 ,G,68 ,B,92 
R,46 ,G,66 ,B,97 
R,46 ,G,66 ,B,98 
R,41 ,G,67 ,B,97 
R,47 ,G,66 ,B,97 
R,47 ,G,66 ,B,95 
R,46 ,G,65 ,B,95 
R,46 ,G,66 ,B,95 
R,47 ,G,61 ,B,98 
R,47 ,G,67 ,B,99 
R,48 ,G,69 ,B,94 
R,49 ,G,72 ,B,102 
R,49 ,G,71 ,B,103 
R,51 ,G,74 ,B,106 
R,53 ,G,77 ,B,112 
R,55 ,G,80 ,B,113 
R,56 ,G,81 ,B,114 
R,57 ,G,82 ,B,115 
R,58 ,G,76 ,B,114 
R,58 ,G,82 ,B,115 
R,58 ,G,81 ,B,114 
R,59 ,G,83 ,B,115 
R,61 ,G,84 ,B,107 
R,61 ,G,86 ,B,116 
R,63 ,G,88 ,B,122 
R,69 ,G,97 ,B,128 
R,71 ,G,92 ,B,127 
R,71 ,G,96 ,B,125 
R,68 ,G,93 ,B,119 
R,65 ,G,89 ,B,116 
R,63 ,G,82 ,B,115 
R,61 ,G,84 ,B,112 
R,53 ,G,80 ,B,107 
R,52 ,G,74 ,B,100 
R,50 ,G,71 ,B,93 
R,50 ,G,71 ,B,99 
R,49 ,G,70 ,B,99 
R,49 ,G,71 ,B,100 
R,48 ,G,69 ,B,92 
R,46 ,G,68 ,B,98 
R,46 ,G,67 ,B,96 
R,40 ,G,67 ,B,94 
R,44 ,G,64 ,B,93 
R,44 ,G,64 ,B,91 
R,44 ,G,64 ,B,95 
R,45 ,G,67 ,B,97 
R,46 ,G,60 ,B,97 
R,45 ,G,66 ,B,96 
R,45 ,G,66 ,B,95 
R,45 ,G,65 ,B,96 
R,45 ,G,66 ,B,96 
R,46 ,G,67 ,B,98 
R,46 ,G,66 ,B,98 
R,46 ,G,67 ,B,98 
R,47 ,G,67 ,B,99 
R,47 ,G,67 ,B,98 
R,47 ,G,66 ,B,96 
R,46 ,G,66 ,B,95 
R,46 ,G,65 ,B,95 
R,46 ,G,67 ,B,97 
R,47 ,G,66 ,B,97 
R,47 ,G,67 ,B,99 
R,49 ,G,71 ,B,103 
R,50 ,G,71 ,B,103 
R,51 ,G,74 ,B,101 
R,52 ,G,76 ,B,110 
R,55 ,G,80 ,B,113 
R,56 ,G,81 ,B,114 
R,57 ,G,82 ,B,115 
R,58 ,G,83 ,B,116 
R,58 ,G,82 ,B,115 
R,59 ,G,82 ,B,109 
R,59 ,G,84 ,B,115 
R,60 ,G,84 ,B,114 
R,61 ,G,85 ,B,116 
R,63 ,G,88 ,B,118 
R,64 ,G,89 ,B,126 
R,72 ,G,98 ,B,129 
R,71 ,G,97 ,B,125 
R,69 ,G,93 ,B,120 
R,60 ,G,90 ,B,118 
R,63 ,G,87 ,B,110 
R,61 ,G,86 ,B,113 
R,58 ,G,82 ,B,107 
R,53 ,G,75 ,B,101 
R,51 ,G,72 ,B,100 
R,50 ,G,71 ,B,99 
R,49 ,G,70 ,B,99 
R,48 ,G,70 ,B,99 
R,48 ,G,69 ,B,100 
R,47 ,G,68 ,B,98 
R,46 ,G,67 ,B,96 
R,45 ,G,66 ,B,95 
R,44 ,G,65 ,B,86 
R,44 ,G,64 ,B,91 
R,43 ,G,63 ,B,92 
R,45 ,G,66 ,B,97 
R,45 ,G,67 ,B,97 
R,45 ,G,60 ,B,96 
R,44 ,G,65 ,B,95 
R,44 ,G,66 ,B,97 
R,45 ,G,66 ,B,97 
R,46 ,G,67 ,B,98 
R,46 ,G,67 ,B,98 
R,46 ,G,67 ,B,91 
R,46 ,G,68 ,B,99 
R,46 ,G,67 ,B,97 
R,47 ,G,65 ,B,96 
R,46 ,G,65 ,B,96 
R,46 ,G,65 ,B,95 
R,46 ,G,66 ,B,97 
R,47 ,G,66 ,B,98 
R,47 ,G,68 ,B,99 
R,48 ,G,70 ,B,101 
R,49 ,G,71 ,B,102 
R,50 ,G,72 ,B,99 
R,52 ,G,75 ,B,108 
R,54 ,G,80 ,B,113 
R,57 ,G,81 ,B,114 
R,57 ,G,81 ,B,114 
R,58 ,G,82 ,B,115 
R,58 ,G,83 ,B,115 
R,59 ,G,82 ,B,116 
R,59 ,G,83 ,B,115 
R,60 ,G,85 ,B,116 
