500,0.051221609115600586
1000,0.20763111114501953
1500,0.471250057220459
2000,0.8547682762145996
2500,1.3423411846160889
3000,1.9356534481048584
3500,2.616743564605713
4000,3.410982608795166
4500,4.318829536437988
5000,5.32421875
5500,6.452679634094238
6000,7.68415093421936
6500,9.036018133163452
7000,10.45309567451477
7500,12.033180475234985
8000,13.79504919052124
8500,15.383475065231323
9000,17.23577880859375
9500,19.34318208694458
10000,21.35938572883606
10500,23.565112113952637
11000,25.82137942314148
11500,28.224090576171875
12000,30.776560068130493
12500,33.38112187385559
13000,36.18898940086365
13500,39.03374743461609
14000,41.885616064071655
14500,45.083622217178345
15000,48.13364028930664
15500,51.48815703392029
16000,54.906838178634644
16500,58.076107025146484
17000,61.96092867851257
17500,66.04488062858582
18000,69.92392659187317
18500,73.26368570327759
19000,77.22096800804138
19500,81.42239713668823
20000,85.9114739894867
20500,90.10258460044861
21000,94.57777094841003
21500,99.63114547729492
22000,103.68141508102417
22500,109.46103620529175
23000,113.79835057258606
23500,119.68317317962646
24000,124.44810700416565
24500,128.5804100036621
25000,133.67786383628845
25500,140.01471209526062
26000,147.44527411460876
26500,153.33585739135742
27000,155.785236120224
